,Customer_ID,SSN,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
2354,CUS_0x352b,190648072,44,Doctor,15148.98,1280.41,6,9,17.0,2,"Home Equity Loan, and Personal Loan",16,12,13.26,11,Standard,2530.46,32.775,17 Years and 2 Months,Yes,25.18,88.28375,High_spent_Small_value_payments,295.36625,Poor
2355,CUS_0x352f,333780103,14,Teacher,14015.32,1238.94,8,3,11.0,6,"Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, Student Loan, and Mortgage Loan",19,19,18.01,7,Standard,1852.75,33.3725,9 Years and 10 Months,Yes,54.0,108.73875,Low_spent_Medium_value_payments,242.40125,Standard
2356,CUS_0x3530,738747100,29,Journalist,43200.9,3807.07,8,9,16.0,4,"Personal Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",33,21,7.005,8,Bad,1404.99,35.80375,11 Years and 4 Months,Yes,117.83,141.695,High_spent_Medium_value_payments,383.67625,Poor
2357,CUS_0x3533,873309565,35,Architect,50155.74,4312.65,4,7,18.0,6,"Not Specified, Personal Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, and Mortgage Loan",19,15,15.89,8,Standard,2358.09,31.1875,13 Years and 2 Months,Yes,187.58,237.9125,High_spent_Large_value_payments,299.61125,Standard
2358,CUS_0x3537,850978308,29,Developer,42541.92,3445.16,6,5,7.0,5,"Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, and Student Loan",7,10,13.185,5,Standard,240.24,32.66125,12 Years and 9 Months,Yes,162.38,135.7175,Low_spent_Medium_value_payments,305.1725,Standard
2359,CUS_0x3539,995314669,30,Manager,43391.96,3689.0,1,5,10.0,0,No Loan,8,5,8.97,1,Good,1468.28,33.71125,23 Years and 7 Months,No,0.0,208.71375,High_spent_Small_value_payments,411.7625,Good
2360,CUS_0x353a,18276780,37,Teacher,15785.04,1369.42,8,10,18.0,2,"Payday Loan, and Mortgage Loan",36,15,4.815,10,Bad,1466.43,29.0225,7 Years and 4 Months,Yes,17.38,89.4,Low_spent_Small_value_payments,303.285,Poor
2361,CUS_0x3542,410122742,23,Writer,20455.92,1935.66,8,9,30.0,5,"Auto Loan, Mortgage Loan, Not Specified, Payday Loan, and Mortgage Loan",20,20,15.204999999999998,9,Bad,4176.67,32.99875,6 Years and 11 Months,Yes,48.49,120.88125,Low_spent_Medium_value_payments,296.69124999999997,Poor
2362,CUS_0x354b,864921050,24,Media_Manager,55263.82,4881.32,4,3,7.0,1,Debt Consolidation Loan,10,11,13.76,5,Standard,1051.33,35.12125,23 Years and 10 Months,Yes,28.18,255.05374999999998,Low_spent_Large_value_payments,472.40125,Standard
2363,CUS_0x3551,162445518,19,Mechanic,19797.56,1856.8,8,7,31.0,2,"Home Equity Loan, and Mortgage Loan",17,20,6.835,7,Bad,1793.37,31.765,14 Years and 4 Months,Yes,22.45,136.64,High_spent_Medium_value_payments,322.16,Poor
2364,CUS_0x3553,84253745,26,Musician,97791.42,7764.375,6,6,12.0,0,No Loan,17,7,16.42,1,Standard,107.41,32.73625,27 Years and 2 Months,Yes,0.0,311.15625,Low_spent_Small_value_payments,758.02125,Good
2365,CUS_0x3554,109590887,36,Manager,10112.05,539.8512499999999,4,5,6.0,1,Personal Loan,30,8,7.49,2,Standard,49.62,32.185,28 Years and 10 Months,No,37.64875,50.03,Low_spent_Medium_value_payments,283.94125,Standard
2366,CUS_0x3556,476341130,43,Mechanic,18957.37,1637.78,2,5,3.0,2,"Debt Consolidation Loan, and Payday Loan",2,2,4.33,3,Good,288.32,30.23,17 Years and 2 Months,No,30.63,100.69875,Low_spent_Large_value_payments,309.86625,Standard
2367,CUS_0x355c,244486204,30,Lawyer,18750.54,1649.55,10,9,28.0,4,"Auto Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",17,17,15.015,9,Standard,1668.49,31.08125,6 Years and 3 Months,Yes,54.08,115.71375,High_spent_Medium_value_payments,271.0125,Poor
2368,CUS_0x355f,601121746,20,Architect,18822.02,1821.5,4,3,19.0,2,"Debt Consolidation Loan, and Student Loan",11,18,10.13,9,Standard,1464.16,28.96875,15 Years and 8 Months,Yes,16.43,89.1875,Low_spent_Medium_value_payments,342.7825,Standard
2369,CUS_0x3561,169224626,29,Developer,42032.76,3569.73,0,4,6.0,1,Not Specified,21,6,7.735,4,Good,626.72,31.848750000000003,22 Years and 9 Months,No,22.46,250.76375000000002,Low_spent_Large_value_payments,352.50625,Poor
2370,CUS_0x3562,821342286,33,Media_Manager,43436.27,3487.69,0,1,5.0,2,"Not Specified, and Mortgage Loan",10,1,8.19,3,Good,63.92,30.6675,16 Years and 11 Months,No,58.41,144.94125,High_spent_Medium_value_payments,402.9125,Good
2371,CUS_0x356c,630442,37,Lawyer,67644.92,5465.08,4,9,22.0,2,"Mortgage Loan, and Home Equity Loan",22,18,14.03,11,Standard,1402.56,31.07625,8 Years and 2 Months,Yes,102.79,235.1275,High_spent_Medium_value_payments,498.15625,Poor
2372,CUS_0x3570,224762218,52,Mechanic,10458.16,1103.51,6,3,15.0,2,"Student Loan, and Mortgage Loan",16,15,10.02,2,Standard,702.45,31.042499999999997,32 Years and 2 Months,No,9.52,66.35375,Low_spent_Small_value_payments,313.99375,Standard
2373,CUS_0x3582,346200951,25,Media_Manager,126464.01,10420.67,5,5,6.0,2,"Credit-Builder Loan, and Debt Consolidation Loan",11,6,7.1,2,Good,688.1,34.26375,23 Years and 7 Months,No,170.3,313.4525,High_spent_Large_value_payments,805.8125,Standard
2374,CUS_0x3586,201393947,37,Lawyer,17476.72,1549.39,8,7,5.0,2,"Auto Loan, and Personal Loan",3,19,12.73,1,Standard,1470.22,32.72,26 Years and 11 Months,Yes,24.91,108.97125000000001,Low_spent_Small_value_payments,302.3075,Standard
2375,CUS_0x3592,711418889,37,Manager,34739.35,2909.95,8,3,10.0,3,"Mortgage Loan, Student Loan, and Student Loan",21,16,20.2,8,Standard,1408.63,31.37375,21 Years and 8 Months,Yes,65.14,174.05875,Low_spent_Small_value_payments,329.3,Standard
2376,CUS_0x3595,578527354,44,Musician,33276.28,2826.02,4,4,11.0,4,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",2,11,3.9,7,Good,371.78,29.69,27 Years and 10 Months,No,68.76,231.1675,Low_spent_Medium_value_payments,295.90375,Good
2377,CUS_0x3597,471787619,40,Musician,53466.6,4156.55,9,6,26.0,3,"Auto Loan, Home Equity Loan, and Credit-Builder Loan",20,17,9.76,9,Standard,1402.55,33.80625,9 Years and 9 Months,Yes,90.89,212.89,High_spent_Medium_value_payments,373.1275,Poor
2378,CUS_0x35a2,421323631,18,Developer,114447.09,9662.26,4,7,1.0,3,"Credit-Builder Loan, Credit-Builder Loan, and Not Specified",7,13,10.72,3,Good,1175.67,33.605,21 Years and 7 Months,No,180.64,302.40875,High_spent_Large_value_payments,722.8874999999999,Good
2379,CUS_0x35a4,200579926,38,Engineer,81199.04,6683.59,6,7,28.0,7,"Auto Loan, Not Specified, Student Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Auto Loan",15,11,8.675,7,Standard,2436.17,29.825,18 Years and 10 Months,Yes,427.65,176.3475,High_spent_Medium_value_payments,284.42875,Poor
2380,CUS_0x35ac,973190864,29,Architect,118184.92,9901.74,5,4,12.0,2,"Mortgage Loan, and Payday Loan",24,8,5.6,1,Standard,1190.44,41.6375,20 Years and 3 Months,No,160.54,294.165,High_spent_Medium_value_payments,789.215,Standard
2381,CUS_0x35b4,998185319,14,Accountant,7912.96,751.41,7,6,22.0,3,"Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",34,22,2.6350000000000002,9,Bad,2352.07,27.50625,6 Years and 8 Months,Yes,12.96,48.73875,Low_spent_Medium_value_payments,282.28875,Poor
2382,CUS_0x35b5,432185390,18,Lawyer,56803.71,4620.64,7,5,25.0,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",44,22,16.855,11,Bad,2593.44,31.3675,5 Years and 9 Months,Yes,187.19,212.52125,Low_spent_Small_value_payments,321.1825,Standard
2383,CUS_0x35b9,854534727,18,Developer,57943.41,4732.62,8,8,19.0,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, and Home Equity Loan",37,23,21.78,13,Bad,4890.07,34.9725,10 Years and 4 Months,Yes,200.69,171.43,High_spent_Medium_value_payments,362.38875,Poor
2384,CUS_0x35ba,458070171,34,Engineer,95287.17,8075.6,1,6,12.0,3,"Credit-Builder Loan, Home Equity Loan, and Not Specified",15,5,5.355,5,Good,815.62,31.73,29 Years and 5 Months,No,236.76,350.50624999999997,Low_spent_Small_value_payments,482.07124999999996,Standard
2385,CUS_0x35bd,42563090,33,Media_Manager,20251.96,1476.66,6,5,26.0,6,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Student Loan, and Payday Loan",56,18,5.59,7,Bad,2168.54,32.38375,10 Years and 8 Months,Yes,76.91,101.72,Low_spent_Small_value_payments,250.28625,Poor
2386,CUS_0x35c3,278607972,34,Musician,36379.24,2838.6,8,8,15.0,3,"Home Equity Loan, Personal Loan, and Auto Loan",6,8,13.4,8,Standard,2152.42,30.89875,19 Years and 5 Months,Yes,81.04,123.03,Low_spent_Small_value_payments,331.83125,Standard
2387,CUS_0x35c6,521192395,53,Scientist,21051.15,1791.26,1,6,8.0,1,Auto Loan,3,11,7.38,2,Good,90.3,31.228749999999998,16 Years and 10 Months,No,15.5,103.4725,High_spent_Medium_value_payments,328.5375,Standard
2388,CUS_0x35c8,56542895,17,Musician,73947.24,6008.27,9,8,21.0,7,"Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Mortgage Loan",55,20,2.6,6,Bad,2691.9,30.12125,13 Years and 7 Months,Yes,306.62,316.77875,High_spent_Small_value_payments,276.34625,Poor
2389,CUS_0x35ca,602685090,39,Doctor,33980.48,2855.71,6,4,13.0,2,"Home Equity Loan, and Student Loan",14,8,19.605,4,Standard,955.32,32.87875,30 Years and 4 Months,Yes,34.44,148.9125,Low_spent_Small_value_payments,386.095,Standard
2390,CUS_0x35cb,287133802,42,Teacher,78658.16,6390.85,5,3,3.0,1,Credit-Builder Loan,13,7,6.86,1,Good,195.21,32.15625,16 Years and 2 Months,No,38.91,200.20875,High_spent_Large_value_payments,649.9649999999999,Good
2391,CUS_0x35dd,149700176,17,Architect,78162.72,6619.56,10,7,22.0,4,"Payday Loan, Personal Loan, Student Loan, and Personal Loan",46,23,3.28,10,Bad,2237.69,29.55,19 Years and 11 Months,Yes,212.51,287.89875,High_spent_Large_value_payments,474.80375,Poor
2392,CUS_0x35e4,643803274,37,Entrepreneur,14453.63,1250.47,9,6,23.0,4,"Payday Loan, Personal Loan, Mortgage Loan, and Student Loan",17,19,2.67,9,Bad,1298.38,34.24,13 Years and 2 Months,Yes,36.86,81.34875,Low_spent_Small_value_payments,286.84125,Poor
2393,CUS_0x35e6,968591967,39,Media_Manager,34625.24,3006.44,3,6,10.0,5,"Payday Loan, Student Loan, Personal Loan, Personal Loan, and Payday Loan",18,13,20.37,7,Standard,2386.46,30.487499999999997,17 Years and 5 Months,Yes,117.75,157.10125,Low_spent_Small_value_payments,287.03999999999996,Poor
2394,CUS_0x35e9,22789607,21,Scientist,17805.21,1600.77,3,3,8.0,5,"Mortgage Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",13,14,18.37,5,Standard,1879.94,33.205,16 Years and 9 Months,Yes,57.75,98.28375,Low_spent_Small_value_payments,281.8625,Standard
2395,CUS_0x35ea,741570740,39,Architect,52837.29,4230.11,6,9,31.0,6,"Home Equity Loan, Payday Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",43,23,14.595,12,Bad,4969.21,33.82125,12 Years and 2 Months,Yes,144.3,127.06625,High_spent_Medium_value_payments,411.6475,Standard
2396,CUS_0x35f3,956456497,26,Teacher,92939.49,8014.96,0,5,5.0,2,"Student Loan, and Mortgage Loan",9,7,11.55,2,Good,741.64,32.6525,15 Years and 8 Months,No,148.3,460.17875,High_spent_Small_value_payments,474.47375,Good
2397,CUS_0x35f4,790298933,30,Manager,21131.71,1882.98,8,5,17.0,1,Payday Loan,8,11,11.175,4,Standard,34.15,32.01,12 Years and 10 Months,Yes,10.59,86.15875,High_spent_Large_value_payments,359.09375,Standard
2398,CUS_0x35fe,74528105,28,Lawyer,31429.85,2879.15,6,5,5.0,2,"Mortgage Loan, and Not Specified",20,19,5.53,2,Standard,884.18,29.10125,16 Years and 5 Months,Yes,48.44,165.84875,Low_spent_Small_value_payments,341.1425,Good
2399,CUS_0x3606,162343252,21,Media_Manager,164189.48,13485.46,5,3,9.0,1,Student Loan,12,10,11.56,1,Good,993.17,32.885,26 Years and 3 Months,No,72.71,780.8575000000001,Low_spent_Small_value_payments,1051.83375,Standard
2400,CUS_0x3608,70528558,46,Teacher,17737.6,1260.13,4,7,8.0,0,No Loan,6,0,7.95,6,Good,1420.93,32.665,25 Years and 10 Months,No,0.0,83.17999999999999,Low_spent_Small_value_payments,326.08625,Good
2401,CUS_0x360c,376919157,53,Architect,12241.57,1248.13,6,6,12.0,3,"Home Equity Loan, Credit-Builder Loan, and Not Specified",20,19,3.015,1,Standard,89.62,32.21,23 Years and 3 Months,No,21.64,92.39625,Low_spent_Small_value_payments,292.02750000000003,Standard
2402,CUS_0x360e,587741160,34,Musician,7499.94,524.99,10,8,21.0,8,"Home Equity Loan, Home Equity Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Mortgage Loan",41,14,16.48,7,Bad,4507.0,34.2025,3 Years and 2 Months,Yes,47.29,23.662499999999998,Low_spent_Small_value_payments,256.435,Poor
2403,CUS_0x3610,908074890,14,Mechanic,7371.66,521.3,10,9,25.0,2,"Mortgage Loan, and Not Specified",60,13,20.08,10,Standard,2276.26,29.78,18 Years and 4 Months,Yes,8.74,41.38875,Low_spent_Small_value_payments,288.25125,Poor
2404,CUS_0x3615,959594160,26,Accountant,122425.8,10001.15,4,4,6.0,2,"Student Loan, and Auto Loan",29,17,15.315,2,Standard,1252.3,34.99875,23 Years and 4 Months,Yes,148.19,223.31625,High_spent_Large_value_payments,874.86125,Standard
2405,CUS_0x361b,717691968,23,Musician,42767.89,3420.99,1,7,11.0,1,Student Loan,9,6,2.63,3,Good,1413.55,32.2225,25 Years and 11 Months,No,20.34,128.715,High_spent_Medium_value_payments,444.19,Standard
2406,CUS_0x3621,48480205,20,Mechanic,28102.36,2209.86,3,6,24.0,6,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Auto Loan, and Personal Loan",20,13,20.48,14,Standard,2059.36,33.18625,14 Years and 7 Months,Yes,112.47,172.46,Low_spent_Small_value_payments,213.55125,Standard
2407,CUS_0x362a,86540486,20,Teacher,81491.94,6497.99,3,3,9.0,4,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Mortgage Loan",8,1,9.385,8,Good,859.6,35.93125,24 Years and 8 Months,No,231.07,121.68125,Low_spent_Medium_value_payments,514.825,Good
2408,CUS_0x362c,196028091,44,Lawyer,7844.05,767.67,9,10,22.0,6,"Auto Loan, Personal Loan, Not Specified, Personal Loan, Credit-Builder Loan, and Payday Loan",28,15,9.125,9,Bad,2342.78,36.995,5 Years and 7 Months,Yes,21.28,54.32375,Low_spent_Medium_value_payments,283.66375,Poor
2409,CUS_0x3631,645883253,38,Mechanic,7895.62,834.97,6,6,28.0,6,"Personal Loan, Student Loan, Auto Loan, Mortgage Loan, Auto Loan, and Personal Loan",21,17,23.295,6,Bad,4717.53,32.65625,1 Years and 9 Months,Yes,22.96,39.225,Low_spent_Medium_value_payments,280.5075,Poor
2410,CUS_0x3634,333264284,42,Writer,45706.47,3640.87,6,7,25.0,5,"Student Loan, Personal Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",25,14,21.38,6,Bad,4034.53,32.06875,11 Years and 1 Months,Yes,142.85,154.125,High_spent_Medium_value_payments,322.115,Standard
2411,CUS_0x3636,477194895,31,Scientist,72079.52,6034.79875,9,7,24.0,5,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, and Home Equity Loan",56,21,10.455,10,Bad,1605.65,29.69375,9 Years and 5 Months,Yes,388.80125,252.66125,High_spent_Medium_value_payments,319.8175,Poor
2412,CUS_0x3639,452149672,17,Accountant,19297.28,1489.11,5,5,19.0,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",8,8,10.965,8,Standard,2286.82,33.55375,9 Years and 10 Months,Yes,51.91,124.65875,Low_spent_Large_value_payments,261.92625,Poor
2413,CUS_0x363a,140539808,25,Musician,54539.52,4540.96,8,5,30.0,5,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",16,22,5.74,11,Bad,4779.68,33.0875,6 Years and 1 Months,Yes,189.92,253.6325,High_spent_Small_value_payments,369.04125,Poor
2414,CUS_0x363d,387979961,22,Architect,20655.07,1726.26,7,5,9.0,2,"Not Specified, and Auto Loan",15,12,9.38,8,Standard,1027.83,32.315,19 Years and 3 Months,Yes,27.52,85.86749999999999,High_spent_Medium_value_payments,332.385,Good
2415,CUS_0x3640,861858462,37,Developer,15432.2,1201.02,2,6,7.0,4,"Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",10,1,3.27,3,Good,1478.53,31.19375,15 Years and 9 Months,No,30.03,74.42125,Low_spent_Medium_value_payments,289.3025,Good
2416,CUS_0x3643,580772584,18,Mechanic,46230.26,3579.52,8,3,11.0,1,Student Loan,21,17,9.635,9,Standard,260.98,32.317499999999995,7 Years and 10 Months,Yes,34.43,87.69375,High_spent_Medium_value_payments,484.5825,Standard
2417,CUS_0x3644,623914031,16,Accountant,61719.9,4860.32,7,5,19.0,9,"Personal Loan, Payday Loan, Home Equity Loan, Not Specified, Auto Loan, Not Specified, Student Loan, Debt Consolidation Loan, and Credit-Builder Loan",38,21,25.515,11,Bad,3643.78,28.85,6 Years and 5 Months,Yes,354.77,162.9,High_spent_Small_value_payments,223.3675,Standard
2418,CUS_0x364f,688352854,22,Accountant,20843.43,1774.95,7,10,15.0,5,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Not Specified",53,21,19.945,13,Bad,4556.91,31.62375,13 Years and 8 Months,Yes,56.35,104.98375,High_spent_Small_value_payments,289.38375,Standard
2419,CUS_0x3650,581793977,37,Journalist,60965.31,5012.44,7,4,13.0,1,Not Specified,7,13,3.85,3,Standard,287.4,32.3625,28 Years and 10 Months,No,28.65,145.7225,Low_spent_Large_value_payments,580.62375,Standard
2420,CUS_0x3655,512008324,29,Lawyer,177907.72,13486.9825,0,6,6.0,0,No Loan,7,8,11.51,0,Good,685.01,40.9,30 Years and 7 Months,No,0.0,395.07,High_spent_Large_value_payments,1349.26375,Standard
2421,CUS_0x365a,26575729,54,Scientist,41345.58,3260.47,0,5,10.0,0,No Loan,7,0,5.545,6,Good,646.47,29.09,28 Years and 2 Months,No,0.0,112.39375,Low_spent_Small_value_payments,417.2,Poor
2422,CUS_0x365b,836545001,43,Scientist,9328.9,641.41,7,7,15.0,7,"Not Specified, Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, and Debt Consolidation Loan",62,14,4.154999999999999,11,Bad,2049.2,30.0125,16 Years and 11 Months,Yes,47.94,34.786249999999995,Low_spent_Large_value_payments,251.89125,Poor
2423,CUS_0x365f,513843765,41,Mechanic,19250.71,1610.23,7,4,19.0,2,"Payday Loan, and Mortgage Loan",15,13,19.8,12,Standard,2323.93,31.16125,9 Years and 5 Months,Yes,18.39,111.7175,Low_spent_Medium_value_payments,308.4125,Poor
2424,CUS_0x3660,396242492,38,Manager,77326.84,6627.9,4,4,9.0,1,Not Specified,2,0,1.315,3,Good,469.43,32.3175,23 Years and 2 Months,No,37.31,341.42375,Low_spent_Large_value_payments,535.62375,Good
2425,CUS_0x3663,904443397,22,Manager,31856.05,2573.67,3,1,5.0,3,"Not Specified, Personal Loan, and Not Specified",12,4,2.96,5,Good,1178.38,35.88125,29 Years and 11 Months,No,66.89,68.14,High_spent_Large_value_payments,328.60125,Standard
2426,CUS_0x366b,12915006,39,Doctor,71558.72,6058.23,9,10,16.0,8,"Payday Loan, Credit-Builder Loan, Not Specified, Payday Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",45,19,24.225,7,Bad,4519.22,34.615,5 Years and 11 Months,Yes,294.64,160.325,High_spent_Large_value_payments,402.10375,Standard
2427,CUS_0x3672,398414421,37,Mechanic,70709.04,5592.42,7,6,20.0,6,"Home Equity Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Payday Loan, and Not Specified",9,15,19.18,6,Standard,805.64,31.07125,16 Years and 6 Months,Yes,260.88,198.705,High_spent_Medium_value_payments,362.505,Standard
2428,CUS_0x3678,18454860,15,Entrepreneur,15984.15,1303.01,5,7,34.0,7,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Personal Loan",23,14,16.02,10,Standard,1412.45,30.838749999999997,6 Years and 10 Months,Yes,69.53,94.89625,High_spent_Medium_value_payments,242.31625,Poor
2429,CUS_0x367d,361979830,38,Entrepreneur,114467.67,9803.97,1,3,4.0,3,"Payday Loan, Auto Loan, and Personal Loan",1,11,0.76,2,Good,870.6,35.60625,18 Years and 8 Months,No,200.95,321.34875,High_spent_Large_value_payments,723.89875,Poor
2430,CUS_0x368d,12423003,20,Developer,104816.56,8769.71,3,7,13.0,3,"Personal Loan, Student Loan, and Not Specified",16,19,9.555,1,Standard,1220.07,34.98625,29 Years and 10 Months,Yes,192.73,410.12125,Low_spent_Medium_value_payments,542.86875,Standard
2431,CUS_0x368f,586181041,14,Mechanic,10302.89,1146.57,8,5,16.0,8,"Auto Loan, Auto Loan, Personal Loan, Auto Loan, Student Loan, Not Specified, Auto Loan, and Not Specified",52,20,23.725,12,Bad,3072.93,31.04,11 Years and 4 Months,Yes,65.56,68.37875,Low_spent_Medium_value_payments,256.96875,Standard
2432,CUS_0x369d,483288127,31,Manager,62380.11,5117.34,7,5,29.0,5,"Credit-Builder Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Not Specified",24,15,26.51,8,Bad,3084.5,31.666249999999998,7 Years and 1 Months,Yes,214.92,270.625,High_spent_Small_value_payments,296.1875,Standard
2433,CUS_0x36a0,881206457,51,Media_Manager,35976.97,3126.08,2,3,12.0,3,"Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",2,0,9.985,3,Good,568.67,31.35,31 Years and 2 Months,No,53.69,171.70250000000001,High_spent_Small_value_payments,344.95125,Good
2434,CUS_0x36a1,286887128,42,Teacher,19214.97,1730.25,0,4,11.0,0,No Loan,10,9,4.18,0,Good,498.81,32.6425,28 Years and 9 Months,No,0.0,147.04749999999999,Low_spent_Medium_value_payments,304.725,Good
2435,CUS_0x36a2,670462510,19,Lawyer,31318.84,2334.9,7,9,26.0,8,"Credit-Builder Loan, Auto Loan, Auto Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Auto Loan",35,18,26.3,8,Bad,4286.15,31.90625,8 Years and 10 Months,Yes,144.3,105.53375,High_spent_Small_value_payments,247.1075,Standard
2436,CUS_0x36ab,925441671,15,Teacher,43241.49,3505.9125,10,7,30.0,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",36,16,8.345,10,Bad,2174.16,32.015,12 Years and 2 Months,Yes,236.78750000000002,154.445,Low_spent_Small_value_payments,308.8625,Poor
2437,CUS_0x36ac,454000337,27,Accountant,10494.44,1048.54,3,6,7.0,6,"Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, Payday Loan, and Auto Loan",14,11,11.945,5,Standard,2579.62,30.4425,15 Years and 0 Months,Yes,46.16,57.730000000000004,High_spent_Medium_value_payments,272.86125,Standard
2438,CUS_0x36ad,372506035,21,Lawyer,70142.36,5817.2,9,8,19.0,7,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Not Specified, Mortgage Loan, and Payday Loan",35,14,7.495,7,Bad,2242.31,30.82875,11 Years and 10 Months,Yes,382.37,306.94625,High_spent_Small_value_payments,169.78625,Poor
2439,CUS_0x36b0,461584930,30,Doctor,41290.29,3601.86,4,5,8.0,4,"Home Equity Loan, Not Specified, Personal Loan, and Auto Loan",3,2,7.64,6,Good,43.99,30.65,20 Years and 1 Months,No,85.64,186.5075,High_spent_Medium_value_payments,362.36875,Good
2440,CUS_0x36b3,888758140,34,Entrepreneur,12679.73,1228.64,7,3,6.0,4,"Student Loan, Mortgage Loan, Student Loan, and Not Specified",16,16,9.84,0,Good,1226.77,32.67125,27 Years and 9 Months,No,33.35,65.78875,Low_spent_Medium_value_payments,299.5675,Standard
2441,CUS_0x36b4,144109312,43,Musician,17060.71,1685.73,8,3,11.0,4,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Auto Loan",22,8,8.64,3,Standard,268.81,31.97625,22 Years and 1 Months,Yes,51.93,98.75,Low_spent_Small_value_payments,286.63875,Standard
2442,CUS_0x36b6,423468663,21,Scientist,17918.66,1519.22,6,5,20.0,2,"Payday Loan, and Mortgage Loan",14,9,11.32,6,Standard,1761.39,32.7525,8 Years and 5 Months,Yes,21.22,111.95875,Low_spent_Small_value_payments,301.24375,Poor
2443,CUS_0x36bb,837455178,36,Journalist,134978.24,10670.9375,8,5,15.0,2,"Mortgage Loan, and Mortgage Loan",9,15,10.39,3,Standard,668.14,36.905,26 Years and 2 Months,Yes,533.3625,449.5075,Low_spent_Medium_value_payments,739.96,Good
2444,CUS_0x36c2,90086722,38,Accountant,97324.83,7869.4,3,4,20.0,6,"Auto Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, and Mortgage Loan",23,8,14.7,5,Standard,449.87,32.15,14 Years and 4 Months,Yes,275.66,370.43,High_spent_Medium_value_payments,486.58875,Standard
2445,CUS_0x36c4,642357509,27,Teacher,20817.92,1647.83,4,3,1.0,3,"Home Equity Loan, Personal Loan, and Auto Loan",8,0,4.7,2,Good,822.51,30.3375,29 Years and 10 Months,No,28.05,110.06125,Low_spent_Small_value_payments,301.67375,Good
2446,CUS_0x36c5,51607823,30,Developer,32543.38,2902.95,5,6,25.0,3,"Debt Consolidation Loan, Home Equity Loan, and Student Loan",18,19,7.91,8,Standard,1924.31,28.603749999999998,15 Years and 11 Months,Yes,65.43,122.63875,High_spent_Large_value_payments,371.945,Poor
2447,CUS_0x36c7,136537387,45,Scientist,51307.1,4306.59,8,6,10.0,2,"Debt Consolidation Loan, and Debt Consolidation Loan",21,15,8.325,0,Standard,878.19,31.35125,31 Years and 11 Months,Yes,50.44,221.9425,High_spent_Small_value_payments,393.45375,Standard
2448,CUS_0x36d3,806658621,34,Teacher,108361.32,8829.11,7,5,10.0,4,"Mortgage Loan, Personal Loan, Auto Loan, and Debt Consolidation Loan",24,9,9.205,1,Standard,402.23,31.86,18 Years and 3 Months,Yes,194.57,427.00625,Low_spent_Medium_value_payments,522.58,Standard
